timestamp,mx_uT,my_uT,mz_uT,d0_mm,d1_mm,d2_mm,d3_mm,d4_mm,d5_mm,d6_mm,d7_mm,d8_mm,d9_mm,d10_mm,d11_mm,d12_mm,d13_mm,d14_mm,d15_mm,d16_mm,d17_mm,d18_mm,d19_mm,d20_mm,d21_mm,d22_mm,d23_mm,d24_mm,d25_mm,d26_mm,d27_mm,d28_mm,d29_mm,d30_mm,d31_mm,d32_mm,d33_mm,d34_mm,d35_mm,d36_mm,d37_mm,d38_mm,d39_mm,d40_mm,d41_mm,d42_mm,d43_mm,d44_mm,d45_mm,d46_mm,d47_mm,d48_mm,d49_mm,d50_mm,d51_mm,d52_mm,d53_mm,d54_mm,d55_mm,d56_mm,d57_mm,d58_mm,d59_mm,d60_mm,d61_mm,d62_mm,d63_mm
2025-10-13T12:09:18,-0.6168,1.0048,-0.1380,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:19,0.5832,-0.0452,1.0620,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:20,0.1332,0.2548,0.0120,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:22,-0.0168,-0.0452,-0.5880,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:23,0.4332,0.1048,0.1620,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:24,-0.9168,0.1048,-0.4380,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:25,0.1332,0.2548,-1.1880,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:27,-0.3168,-0.3452,0.3120,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:28,-1.0668,0.2548,-0.2880,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
2025-10-13T12:09:29,0.4332,0.1048,-0.1380,0,559,0,0,0,0,0,1433,0,0,0,0,0,0,1305,1375,0,0,0,0,0,0,1256,1305,0,0,0,0,0,0,1234,1301,0,0,0,0,0,0,0,1070,0,0,0,561,0,0,0,1044,0,0,0,0,0,0,0,1045,599,637,0,651,0,942,0,0
